游戏服务器,服务器名称,状态,负荷,内存,cpu,时间
吉小游戏11012,小游戏大厅_吉林_003,已运行,611,475.36,0,2020-07-26 18:26:54
吉小游戏11013,小游戏大厅_吉林_004,已运行,561,497.62,0,2020-07-26 18:26:53
吉小游戏11014,小游戏大厅_吉林_004,已运行,636,485.5,0,2020-07-26 18:26:53
吉小游戏11015,小游戏大厅_吉林_004,已运行,650,471.64,0,2020-07-26 18:26:53
吉小游戏11016,小游戏大厅_吉林_004,已运行,644,476.72,0,2020-07-26 18:26:53
吉小游戏11017,小游戏大厅_吉林_005,已运行,610,489.56,0,2020-07-26 18:26:53
吉小游戏11018,小游戏大厅_吉林_005,已运行,565,488.06,0,2020-07-26 18:26:53
吉小游戏11019,小游戏大厅_吉林_005,已运行,589,494.38,0,2020-07-26 18:26:53
吉小游戏11020,小游戏大厅_吉林_005,已运行,587,499.87,0,2020-07-26 18:26:53
吉小游戏11021,小游戏大厅_吉林_006,已运行,583,466.11,0,2020-07-26 18:26:53
吉小游戏11022,小游戏大厅_吉林_006,已运行,651,465.38,0,2020-07-26 18:26:53
吉小游戏11023,小游戏大厅_吉林_006,已运行,616,480.68,0,2020-07-26 18:26:53
吉小游戏11024,小游戏大厅_吉林_006,已运行,627,483.76,0,2020-07-26 18:26:53
吉小游戏11025,小游戏大厅_吉林_007,已运行,608,476.48,0,2020-07-26 18:26:53
吉小游戏11026,小游戏大厅_吉林_007,已运行,604,471.59,0,2020-07-26 18:26:53
吉小游戏11027,小游戏大厅_吉林_007,已运行,618,485.57,0,2020-07-26 18:26:53
吉小游戏11028,小游戏大厅_吉林_007,已运行,653,472.27,0,2020-07-26 18:26:53
吉小游戏11029,小游戏大厅_吉林_008,已运行,625,463.05,0,2020-07-26 18:26:53
吉小游戏11030,小游戏大厅_吉林_008,已运行,647,488.94,0,2020-07-26 18:26:53
吉小游戏11031,小游戏大厅_吉林_008,已运行,597,465.18,0,2020-07-26 18:26:53
吉小游戏11032,小游戏大厅_吉林_008,已运行,616,513.93,0,2020-07-26 18:26:53
吉小游戏11033,小游戏大厅_吉林_009,已运行,619,478.58,0,2020-07-26 18:26:54
吉小游戏11034,小游戏大厅_吉林_009,已运行,621,506.88,0,2020-07-26 18:26:54
吉小游戏11035,小游戏大厅_吉林_009,已运行,619,486.05,0,2020-07-26 18:26:54
吉小游戏11036,小游戏大厅_吉林_009,已运行,655,477.54,0,2020-07-26 18:26:54
川甘宁云小游戏16001,小游戏大厅_四川_甘肃_宁夏_云南_001,已运行,351,498.16,0,2020-07-26 18:26:53
川甘宁云小游戏16002,小游戏大厅_四川_甘肃_宁夏_云南_001,已运行,380,479.46,0,2020-07-26 18:26:53
川甘宁云小游戏16003,小游戏大厅_四川_甘肃_宁夏_云南_001,已运行,429,479.45,0,2020-07-26 18:26:53
川甘宁云小游戏16004,小游戏大厅_四川_甘肃_宁夏_云南_001,已运行,443,505.7,0,2020-07-26 18:26:53
川甘宁云小游戏16005,小游戏大厅_四川_甘肃_宁夏_云南_002,已运行,396,491.99,0,2020-07-26 18:26:53
川甘宁云小游戏16006,小游戏大厅_四川_甘肃_宁夏_云南_002,已运行,420,509.84,0,2020-07-26 18:26:53
川甘宁云小游戏16007,小游戏大厅_四川_甘肃_宁夏_云南_002,已运行,403,458.05,0,2020-07-26 18:26:54
川甘宁云小游戏16008,小游戏大厅_四川_甘肃_宁夏_云南_002,已运行,366,491.37,0,2020-07-26 18:26:53
川甘宁云小游戏16009,小游戏大厅_四川_甘肃_宁夏_云南_003,已运行,417,494.78,0,2020-07-26 18:26:53
川甘宁云小游戏16010,小游戏大厅_四川_甘肃_宁夏_云南_003,已运行,384,471.74,0,2020-07-26 18:26:53
川甘宁云小游戏16011,小游戏大厅_四川_甘肃_宁夏_云南_003,已运行,392,491.72,0,2020-07-26 18:26:53
川甘宁云小游戏16012,小游戏大厅_四川_甘肃_宁夏_云南_003,已运行,399,485.49,0,2020-07-26 18:26:53
川甘宁云小游戏16013,小游戏大厅_四川_甘肃_宁夏_云南_004,已运行,414,464.95,0,2020-07-26 18:26:53
川甘宁云小游戏16014,小游戏大厅_四川_甘肃_宁夏_云南_004,已运行,435,473.24,0,2020-07-26 18:26:53
川甘宁云小游戏16015,小游戏大厅_四川_甘肃_宁夏_云南_004,已运行,397,486.55,0,2020-07-26 18:26:53
川甘宁云小游戏16016,小游戏大厅_四川_甘肃_宁夏_云南_004,已运行,390,513.77,0,2020-07-26 18:26:53
川甘宁云小游戏16017,小游戏大厅_四川_甘肃_宁夏_云南_005,已运行,402,450.76,0,2020-07-26 18:26:53
川甘宁云小游戏16018,小游戏大厅_四川_甘肃_宁夏_云南_005,已运行,404,451.1,0,2020-07-26 18:26:53
川甘宁云小游戏16019,小游戏大厅_四川_甘肃_宁夏_云南_005,已运行,438,461.9,0,2020-07-26 18:26:53
川甘宁云小游戏16020,小游戏大厅_四川_甘肃_宁夏_云南_005,已运行,400,451.26,0,2020-07-26 18:26:53
晋内蒙小游戏22001,小游戏大厅_山西_内蒙_001,已运行,298,425.75,0,2020-07-26 18:26:53
晋内蒙小游戏22002,小游戏大厅_山西_内蒙_001,已运行,283,428.16,0,2020-07-26 18:26:53
晋内蒙小游戏22003,小游戏大厅_山西_内蒙_001,已运行,286,411.64,0,2020-07-26 18:26:53
晋内蒙小游戏22004,小游戏大厅_山西_内蒙_001,已运行,307,446.38,0,2020-07-26 18:26:53
晋内蒙小游戏22005,小游戏大厅_山西_内蒙_002,已运行,287,426.95,0,2020-07-26 18:26:53
晋内蒙小游戏22006,小游戏大厅_山西_内蒙_002,已运行,306,417.51,0,2020-07-26 18:26:53
晋内蒙小游戏22007,小游戏大厅_山西_内蒙_002,已运行,286,428.56,0,2020-07-26 18:26:53
晋内蒙小游戏22008,小游戏大厅_山西_内蒙_002,已运行,291,427.53,0,2020-07-26 18:26:53
湘小游戏19001,小游戏大厅_湖南_001,已运行,322,481.84,0,2020-07-26 18:26:53
湘小游戏19002,小游戏大厅_湖南_001,已运行,358,474.37,0,2020-07-26 18:26:53
湘小游戏19003,小游戏大厅_湖南_001,已运行,358,467.55,0,2020-07-26 18:26:53
湘小游戏19004,小游戏大厅_湖南_001,已运行,318,459.94,0,2020-07-26 18:26:53
湘小游戏19005,小游戏大厅_湖南_002,已运行,362,473.46,0,2020-07-26 18:26:53
湘小游戏19006,小游戏大厅_湖南_002,已运行,344,470.14,0,2020-07-26 18:26:53
湘小游戏19007,小游戏大厅_湖南_002,已运行,358,421.56,0,2020-07-26 18:26:53
湘小游戏19008,小游戏大厅_湖南_002,已运行,334,482.58,0,2020-07-26 18:26:53
粤桂琼小游戏18001,小游戏大厅_广东_广西_海南_001,已运行,465,527.85,0,2020-07-26 18:26:53
粤桂琼小游戏18002,小游戏大厅_广东_广西_海南_001,已运行,493,487.23,0,2020-07-26 18:26:53
粤桂琼小游戏18003,小游戏大厅_广东_广西_海南_001,已运行,536,498.89,0,2020-07-26 18:26:53
粤桂琼小游戏18004,小游戏大厅_广东_广西_海南_001,已运行,526,487.34,0,2020-07-26 18:26:53
粤桂琼小游戏18005,小游戏大厅_广东_广西_海南_002,已运行,492,494.56,0,2020-07-26 18:26:54
粤桂琼小游戏18006,小游戏大厅_广东_广西_海南_002,已运行,477,495.42,0,2020-07-26 18:26:54
粤桂琼小游戏18007,小游戏大厅_广东_广西_海南_002,已运行,466,510.63,0,2020-07-26 18:26:54
粤桂琼小游戏18008,小游戏大厅_广东_广西_海南_002,已运行,497,506.11,0,2020-07-26 18:26:54
苏皖浙沪小游戏25001,小游戏大厅_江苏_安徽_浙江_上海_001,已运行,508,489.64,0,2020-07-26 18:26:53
苏皖浙沪小游戏25002,小游戏大厅_江苏_安徽_浙江_上海_001,已运行,536,479.12,0,2020-07-26 18:26:53
苏皖浙沪小游戏25003,小游戏大厅_江苏_安徽_浙江_上海_001,已运行,553,478.91,0,2020-07-26 18:26:53
苏皖浙沪小游戏25004,小游戏大厅_江苏_安徽_浙江_上海_001,已运行,557,501.88,0,2020-07-26 18:26:53
苏皖浙沪小游戏25005,小游戏大厅_江苏_安徽_浙江_上海_002,已运行,564,479.36,0,2020-07-26 18:26:53
苏皖浙沪小游戏25006,小游戏大厅_江苏_安徽_浙江_上海_002,已运行,576,473.5,0,2020-07-26 18:26:53
苏皖浙沪小游戏25007,小游戏大厅_江苏_安徽_浙江_上海_002,已运行,591,477.32,0,2020-07-26 18:26:53
苏皖浙沪小游戏25008,小游戏大厅_江苏_安徽_浙江_上海_002,已运行,590,478.08,0,2020-07-26 18:26:53
豫小游戏24001,小游戏大厅_河南_001,已运行,350,476.32,0,2020-07-26 18:26:53
豫小游戏24002,小游戏大厅_河南_001,已运行,321,458.38,0,2020-07-26 18:26:53
豫小游戏24003,小游戏大厅_河南_001,已运行,336,463.32,0,2020-07-26 18:26:53
豫小游戏24004,小游戏大厅_河南_001,已运行,307,454.3,0,2020-07-26 18:26:53
豫小游戏24005,小游戏大厅_河南_002,已运行,345,439.21,0,2020-07-26 18:26:53
豫小游戏24006,小游戏大厅_河南_002,已运行,347,456.25,0,2020-07-26 18:26:53
豫小游戏24007,小游戏大厅_河南_002,已运行,292,449.62,0,2020-07-26 18:26:53
豫小游戏24008,小游戏大厅_河南_002,已运行,328,451.77,0,2020-07-26 18:26:53
豫小游戏24009,小游戏大厅_河南_003,已运行,301,474.15,0,2020-07-26 18:26:54
豫小游戏24010,小游戏大厅_河南_003,已运行,348,465.73,0,2020-07-26 18:26:54
豫小游戏24011,小游戏大厅_河南_003,已运行,305,489.16,0,2020-07-26 18:26:54
豫小游戏24012,小游戏大厅_河南_003,已运行,311,454.34,0,2020-07-26 18:26:54
贵小游戏14001,小游戏大厅_贵州_001,已运行,647,481.88,0,2020-07-26 18:26:53
贵小游戏14002,小游戏大厅_贵州_001,已运行,630,486.26,0,2020-07-26 18:26:53
贵小游戏14003,小游戏大厅_贵州_001,已运行,646,477.07,0,2020-07-26 18:26:53
贵小游戏14004,小游戏大厅_贵州_001,已运行,586,479.69,0,2020-07-26 18:26:53
贵小游戏14005,小游戏大厅_贵州_002,已运行,638,495.35,0,2020-07-26 18:26:54
贵小游戏14006,小游戏大厅_贵州_002,已运行,616,492.59,0,2020-07-26 18:26:54
贵小游戏14007,小游戏大厅_贵州_002,已运行,622,536.83,0,2020-07-26 18:26:54
贵小游戏14008,小游戏大厅_贵州_002,已运行,633,494.1,0,2020-07-26 18:26:54
贵小游戏14009,小游戏大厅_贵州_003,已运行,622,488.9,0,2020-07-26 18:26:53
贵小游戏14010,小游戏大厅_贵州_003,已运行,643,492.71,0,2020-07-26 18:26:53
贵小游戏14011,小游戏大厅_贵州_003,已运行,584,495.41,0,2020-07-26 18:26:53
贵小游戏14012,小游戏大厅_贵州_003,已运行,668,480.33,0,2020-07-26 18:26:53
贵小游戏14013,小游戏大厅_贵州_004,已运行,608,480.68,0,2020-07-26 18:26:54
贵小游戏14014,小游戏大厅_贵州_004,已运行,623,497.83,0,2020-07-26 18:26:54
贵小游戏14015,小游戏大厅_贵州_004,已运行,602,474.37,0,2020-07-26 18:26:54
贵小游戏14016,小游戏大厅_贵州_004,已运行,651,482.98,0,2020-07-26 18:26:54
贵小游戏14017,小游戏大厅_贵州_005,已运行,612,481.25,0,2020-07-26 18:26:53
贵小游戏14018,小游戏大厅_贵州_005,已运行,636,493.64,0,2020-07-26 18:26:53
贵小游戏14019,小游戏大厅_贵州_005,已运行,625,500.98,0,2020-07-26 18:26:53
贵小游戏14020,小游戏大厅_贵州_005,已运行,611,471.75,0,2020-07-26 18:26:53
贵小游戏14021,小游戏大厅_贵州_006,已运行,592,471.07,0,2020-07-26 18:26:53
贵小游戏14022,小游戏大厅_贵州_006,已运行,621,506.68,0,2020-07-26 18:26:53
贵小游戏14023,小游戏大厅_贵州_006,已运行,557,497.93,0,2020-07-26 18:26:53
贵小游戏14024,小游戏大厅_贵州_006,已运行,627,478.63,0,2020-07-26 18:26:53
贵小游戏14025,小游戏大厅_贵州_007,已运行,610,491.43,0,2020-07-26 18:26:54
贵小游戏14026,小游戏大厅_贵州_007,已运行,634,481.46,0,2020-07-26 18:26:54
贵小游戏14027,小游戏大厅_贵州_007,已运行,643,497.09,0,2020-07-26 18:26:54
贵小游戏14028,小游戏大厅_贵州_007,已运行,635,492.71,0,2020-07-26 18:26:54
贵小游戏14029,小游戏大厅_贵州_008,已运行,609,495.24,0,2020-07-26 18:26:53
贵小游戏14030,小游戏大厅_贵州_008,已运行,598,511.94,0,2020-07-26 18:26:53
贵小游戏14031,小游戏大厅_贵州_008,已运行,595,500.62,0,2020-07-26 18:26:53
贵小游戏14032,小游戏大厅_贵州_008,已运行,635,488.1,0,2020-07-26 18:26:53
贵小游戏14033,小游戏大厅_贵州_009,已运行,612,424.16,0,2020-07-26 18:26:53
贵小游戏14034,小游戏大厅_贵州_009,已运行,626,493.16,0,2020-07-26 18:26:53
贵小游戏14035,小游戏大厅_贵州_009,已运行,637,469.63,0,2020-07-26 18:26:53
贵小游戏14036,小游戏大厅_贵州_009,已运行,623,474.52,0,2020-07-26 18:26:53
贵小游戏14037,小游戏大厅_贵州_010,已运行,621,470.9,0,2020-07-26 18:26:53
贵小游戏14038,小游戏大厅_贵州_010,已运行,649,499.06,0,2020-07-26 18:26:53
贵小游戏14039,小游戏大厅_贵州_010,已运行,634,492.76,0,2020-07-26 18:26:53
贵小游戏14040,小游戏大厅_贵州_010,已运行,639,478.47,0,2020-07-26 18:26:53
贵小游戏14041,小游戏大厅_贵州_011,已运行,587,452.48,0,2020-07-26 18:26:53
贵小游戏14042,小游戏大厅_贵州_011,已运行,607,485.57,0,2020-07-26 18:26:53
贵小游戏14043,小游戏大厅_贵州_011,已运行,596,535.35,0,2020-07-26 18:26:53
贵小游戏14044,小游戏大厅_贵州_011,已运行,619,494.25,0,2020-07-26 18:26:53
贵小游戏14045,小游戏大厅_贵州_012,已运行,598,482.85,0,2020-07-26 18:26:53
贵小游戏14046,小游戏大厅_贵州_012,已运行,622,497.27,0,2020-07-26 18:26:53
贵小游戏14047,小游戏大厅_贵州_012,已运行,623,492.48,0,2020-07-26 18:26:53
贵小游戏14048,小游戏大厅_贵州_012,已运行,640,496.45,0,2020-07-26 18:26:53
赣闽小游戏17001,小游戏大厅_江西_福建_001,已运行,409,500.65,0,2020-07-26 18:26:54
赣闽小游戏17002,小游戏大厅_江西_福建_001,已运行,405,457.68,0,2020-07-26 18:26:54
赣闽小游戏17003,小游戏大厅_江西_福建_001,已运行,446,461.29,0,2020-07-26 18:26:54
赣闽小游戏17004,小游戏大厅_江西_福建_001,已运行,440,463.96,0,2020-07-26 18:26:54
赣闽小游戏17005,小游戏大厅_江西_福建_002,已运行,429,476.62,0,2020-07-26 18:26:53
赣闽小游戏17006,小游戏大厅_江西_福建_002,已运行,413,458.08,0,2020-07-26 18:26:53
赣闽小游戏17007,小游戏大厅_江西_福建_002,已运行,438,454.83,0,2020-07-26 18:26:53
赣闽小游戏17008,小游戏大厅_江西_福建_002,已运行,413,443,0,2020-07-26 18:26:53
赣闽小游戏17009,小游戏大厅_江西_福建_003,已运行,442,444.11,0,2020-07-26 18:26:53
赣闽小游戏17010,小游戏大厅_江西_福建_003,已运行,433,461.88,0,2020-07-26 18:26:53
赣闽小游戏17011,小游戏大厅_江西_福建_003,已运行,443,459.6,0,2020-07-26 18:26:53
赣闽小游戏17012,小游戏大厅_江西_福建_003,已运行,512,512.96,0,2020-07-26 18:26:53
赣闽小游戏17013,小游戏大厅_江西_福建_004,已运行,456,455.02,0,2020-07-26 18:26:54
赣闽小游戏17014,小游戏大厅_江西_福建_004,已运行,462,468.86,0,2020-07-26 18:26:54
赣闽小游戏17015,小游戏大厅_江西_福建_004,已运行,448,447.32,0,2020-07-26 18:26:54
赣闽小游戏17016,小游戏大厅_江西_福建_004,已运行,481,470.95,0,2020-07-26 18:26:54
赣闽小游戏17017,小游戏大厅_江西_福建_005,已运行,440,467.03,0,2020-07-26 18:26:53
赣闽小游戏17018,小游戏大厅_江西_福建_005,已运行,461,469.28,0,2020-07-26 18:26:53
赣闽小游戏17019,小游戏大厅_江西_福建_005,已运行,440,472.25,0,2020-07-26 18:26:53
赣闽小游戏17020,小游戏大厅_江西_福建_005,已运行,461,472.62,0,2020-07-26 18:26:53
赣闽小游戏17021,小游戏大厅_江西_福建_006,已运行,458,472.52,0,2020-07-26 18:26:53
赣闽小游戏17022,小游戏大厅_江西_福建_006,已运行,436,452.93,0,2020-07-26 18:26:53
赣闽小游戏17023,小游戏大厅_江西_福建_006,已运行,434,464.85,0,2020-07-26 18:26:53
赣闽小游戏17024,小游戏大厅_江西_福建_006,已运行,443,462.84,0,2020-07-26 18:26:53
赣闽小游戏17025,小游戏大厅_江西_福建_007,已运行,425,454.37,0,2020-07-26 18:26:54
赣闽小游戏17026,小游戏大厅_江西_福建_007,已运行,418,466.38,0,2020-07-26 18:26:54
赣闽小游戏17027,小游戏大厅_江西_福建_007,已运行,470,463.19,0,2020-07-26 18:26:54
赣闽小游戏17028,小游戏大厅_江西_福建_007,已运行,416,487.09,0,2020-07-26 18:26:54
赣闽小游戏17029,小游戏大厅_江西_福建_008,已运行,501,463.27,0,2020-07-26 18:26:53
赣闽小游戏17030,小游戏大厅_江西_福建_008,已运行,449,459.75,0,2020-07-26 18:26:53
赣闽小游戏17031,小游戏大厅_江西_福建_008,已运行,473,458.94,0,2020-07-26 18:26:53
赣闽小游戏17032,小游戏大厅_江西_福建_008,已运行,415,450.67,0,2020-07-26 18:26:53
辽小游戏12001,小游戏大厅_辽宁_001,已运行,524,438.41,0,2020-07-26 18:26:53
辽小游戏12002,小游戏大厅_辽宁_001,已运行,511,468.89,0,2020-07-26 18:26:53
辽小游戏12003,小游戏大厅_辽宁_001,已运行,492,460.2,0,2020-07-26 18:26:53
辽小游戏12004,小游戏大厅_辽宁_001,已运行,537,469,0,2020-07-26 18:26:53
辽小游戏12005,小游戏大厅_辽宁_002,已运行,509,484.74,0,2020-07-26 18:26:53
辽小游戏12006,小游戏大厅_辽宁_002,已运行,484,472.72,0,2020-07-26 18:26:53
辽小游戏12007,小游戏大厅_辽宁_002,已运行,505,468.83,0,2020-07-26 18:26:53
辽小游戏12008,小游戏大厅_辽宁_002,已运行,531,484.06,0,2020-07-26 18:26:53
辽小游戏12009,小游戏大厅_辽宁_003,已运行,460,492.28,0,2020-07-26 18:26:53
辽小游戏12010,小游戏大厅_辽宁_003,已运行,472,501.23,0,2020-07-26 18:26:53
辽小游戏12011,小游戏大厅_辽宁_003,已运行,484,484.46,0,2020-07-26 18:26:53
辽小游戏12012,小游戏大厅_辽宁_003,已运行,497,503.64,0,2020-07-26 18:26:53
辽小游戏12013,小游戏大厅_辽宁_004,已运行,527,456.28,0,2020-07-26 18:26:53
辽小游戏12014,小游戏大厅_辽宁_004,已运行,499,499.87,0,2020-07-26 18:26:53
辽小游戏12015,小游戏大厅_辽宁_004,已运行,479,462.69,0,2020-07-26 18:26:53
辽小游戏12016,小游戏大厅_辽宁_004,已运行,500,495.38,0,2020-07-26 18:26:53
辽小游戏12017,小游戏大厅_辽宁_005,已运行,495,480.87,0,2020-07-26 18:26:53
辽小游戏12018,小游戏大厅_辽宁_005,已运行,512,473.47,0,2020-07-26 18:26:53
辽小游戏12019,小游戏大厅_辽宁_005,已运行,550,482.43,0,2020-07-26 18:26:53
辽小游戏12020,小游戏大厅_辽宁_005,已运行,515,478.96,0,2020-07-26 18:26:53
辽小游戏12021,小游戏大厅_辽宁_006,已运行,487,474.32,0,2020-07-26 18:26:53
辽小游戏12022,小游戏大厅_辽宁_006,已运行,496,463.4,0,2020-07-26 18:26:53
辽小游戏12023,小游戏大厅_辽宁_006,已运行,495,472.26,0,2020-07-26 18:26:53
辽小游戏12024,小游戏大厅_辽宁_006,已运行,476,466.56,0,2020-07-26 18:26:53
通用小游戏10001,小游戏大厅_通用_001,已运行,668,525.73,0,2020-07-26 18:26:54
通用小游戏10002,小游戏大厅_通用_001,已运行,644,534.05,0,2020-07-26 18:26:54
通用小游戏10003,小游戏大厅_通用_001,已运行,623,512.76,0,2020-07-26 18:26:54
通用小游戏10004,小游戏大厅_通用_001,启动未运行,0,46.54,0,2020-07-26 18:26:54
通用小游戏10005,小游戏大厅_通用_002,启动未运行,0,48.42,0,2020-07-26 18:26:54
通用小游戏10006,小游戏大厅_通用_002,已运行,676,540.86,0,2020-07-26 18:26:54
通用小游戏10007,小游戏大厅_通用_002,启动未运行,0,47.57,0,2020-07-26 18:26:54
通用小游戏10008,小游戏大厅_通用_002,已运行,662,542.9,0,2020-07-26 18:26:54
通用小游戏10009,小游戏大厅_通用_003,已运行,636,488.8,0,2020-07-26 18:26:53
通用小游戏10010,小游戏大厅_通用_003,启动未运行,0,48.89,0,2020-07-26 18:26:53
通用小游戏10011,小游戏大厅_通用_003,已运行,653,560,0,2020-07-26 18:26:53
通用小游戏10012,小游戏大厅_通用_003,启动未运行,0,48.59,0,2020-07-26 18:26:53
通用小游戏10013,小游戏大厅_通用_004,已运行,671,544.95,0,2020-07-26 18:26:54
通用小游戏10014,小游戏大厅_通用_004,已运行,660,514.32,0,2020-07-26 18:26:53
通用小游戏10015,小游戏大厅_通用_004,启动未运行,0,48.8,0,2020-07-26 18:26:53
通用小游戏10016,小游戏大厅_通用_004,已运行,678,537.27,0,2020-07-26 18:26:53
通用小游戏10017,小游戏大厅_通用_005,已运行,649,508.81,0,2020-07-26 18:26:53
通用小游戏10018,小游戏大厅_通用_005,已运行,647,517.35,0,2020-07-26 18:26:53
通用小游戏10019,小游戏大厅_通用_005,已运行,634,505.93,0,2020-07-26 18:26:53
通用小游戏10020,小游戏大厅_通用_005,已运行,646,524.23,0,2020-07-26 18:26:53
通用小游戏10021,小游戏大厅_通用_006,启动未运行,0,48.3,0,2020-07-26 18:26:54
通用小游戏10022,小游戏大厅_通用_006,已运行,711,510.96,0,2020-07-26 18:26:54
通用小游戏10023,小游戏大厅_通用_006,已运行,670,477.51,0,2020-07-26 18:26:54
通用小游戏10024,小游戏大厅_通用_006,已运行,687,530.08,0,2020-07-26 18:26:54
通用小游戏10025,小游戏大厅_通用_007,已运行,667,520.23,0,2020-07-26 18:26:53
通用小游戏10026,小游戏大厅_通用_007,已运行,664,525.12,0,2020-07-26 18:26:53
通用小游戏10027,小游戏大厅_通用_007,已运行,632,513.5,0,2020-07-26 18:26:53
通用小游戏10028,小游戏大厅_通用_007,已运行,670,515.71,0,2020-07-26 18:26:53
通用小游戏10029,小游戏大厅_通用_008,已运行,643,503.42,0,2020-07-26 18:26:53
通用小游戏10030,小游戏大厅_通用_008,已运行,682,536.17,0,2020-07-26 18:26:53
通用小游戏10031,小游戏大厅_通用_008,已运行,765,499.45,0,2020-07-26 18:26:53
通用小游戏10032,小游戏大厅_通用_008,已运行,659,505.62,0,2020-07-26 18:26:53
通用小游戏10033,小游戏大厅_通用_009,已运行,693,525,0,2020-07-26 18:26:54
通用小游戏10034,小游戏大厅_通用_009,已运行,643,518.62,0,2020-07-26 18:26:54
通用小游戏10035,小游戏大厅_通用_009,已运行,666,529.71,0,2020-07-26 18:26:54
通用小游戏10036,小游戏大厅_通用_009,已运行,644,511.13,0,2020-07-26 18:26:54
通用小游戏10037,小游戏大厅_通用_010,已运行,662,531.65,0,2020-07-26 18:26:53
通用小游戏10038,小游戏大厅_通用_010,已运行,686,518.75,0,2020-07-26 18:26:53
通用小游戏10039,小游戏大厅_通用_010,启动未运行,0,48.52,0,2020-07-26 18:26:53
通用小游戏10040,小游戏大厅_通用_010,启动未运行,0,48.25,0,2020-07-26 18:26:53
通用小游戏10041,小游戏大厅_通用_011,已运行,677,502.84,0,2020-07-26 18:26:53
通用小游戏10042,小游戏大厅_通用_011,启动未运行,0,49.82,0,2020-07-26 18:26:53
通用小游戏10043,小游戏大厅_通用_011,已运行,711,518.42,0,2020-07-26 18:26:53
通用小游戏10044,小游戏大厅_通用_011,已运行,658,529.04,0,2020-07-26 18:26:53
鄂小游戏20001,小游戏大厅_湖北_001,已运行,480,486.75,0,2020-07-26 18:26:54
鄂小游戏20002,小游戏大厅_湖北_001,已运行,474,473.02,0,2020-07-26 18:26:54
鄂小游戏20003,小游戏大厅_湖北_001,已运行,491,491.25,0,2020-07-26 18:26:54
鄂小游戏20004,小游戏大厅_湖北_001,已运行,434,461.36,0,2020-07-26 18:26:54
