游戏服务器,服务器名称,状态,负荷,内存,cpu,时间
X_冀京津小游戏23022,小游戏大厅_河北_北京_天津_006,已运行,1063,445.3,0,2020-12-08 21:31:47
X_冀京津小游戏23023,小游戏大厅_河北_北京_天津_006,已运行,986,440.27,0,2020-12-08 21:31:47
X_冀京津小游戏23024,小游戏大厅_河北_北京_天津_006,已运行,1035,454.67,0,2020-12-08 21:31:47
X_吉小游戏11001,小游戏大厅_吉林_001,已运行,1217,473.33,0,2020-12-08 21:31:48
X_吉小游戏11002,小游戏大厅_吉林_001,已运行,1221,509.21,0,2020-12-08 21:31:48
X_吉小游戏11003,小游戏大厅_吉林_001,已运行,1254,485.77,0,2020-12-08 21:31:48
X_吉小游戏11004,小游戏大厅_吉林_001,已运行,1189,487.57,0,2020-12-08 21:31:48
X_吉小游戏11005,小游戏大厅_吉林_002,已运行,1163,478.91,0,2020-12-08 21:31:47
X_吉小游戏11006,小游戏大厅_吉林_002,已运行,1243,472.26,0,2020-12-08 21:31:47
X_吉小游戏11007,小游戏大厅_吉林_002,已运行,1179,476.68,0,2020-12-08 21:31:47
X_吉小游戏11008,小游戏大厅_吉林_002,已运行,1195,492.53,0,2020-12-08 21:31:47
X_吉小游戏11009,小游戏大厅_吉林_003,已运行,1165,494.41,0,2020-12-08 21:31:47
X_吉小游戏11010,小游戏大厅_吉林_003,已运行,1131,497.03,0,2020-12-08 21:31:47
X_吉小游戏11011,小游戏大厅_吉林_003,已运行,1199,499.17,0,2020-12-08 21:31:47
X_吉小游戏11012,小游戏大厅_吉林_003,已运行,1187,463.51,0,2020-12-08 21:31:47
X_吉小游戏11013,小游戏大厅_吉林_004,已运行,1186,475.16,0,2020-12-08 21:31:47
X_吉小游戏11014,小游戏大厅_吉林_004,已运行,1214,502.73,0,2020-12-08 21:31:47
X_吉小游戏11015,小游戏大厅_吉林_004,已运行,1234,489.45,0,2020-12-08 21:31:47
X_吉小游戏11016,小游戏大厅_吉林_004,已运行,1203,498.61,0,2020-12-08 21:31:47
X_吉小游戏11017,小游戏大厅_吉林_005,已运行,1169,489.47,0,2020-12-08 21:31:47
X_吉小游戏11018,小游戏大厅_吉林_005,已运行,1221,484.85,0,2020-12-08 21:31:47
X_吉小游戏11019,小游戏大厅_吉林_005,已运行,1240,494.87,0,2020-12-08 21:31:47
X_吉小游戏11020,小游戏大厅_吉林_005,已运行,1188,462.63,0,2020-12-08 21:31:47
X_吉小游戏11021,小游戏大厅_吉林_006,已运行,1232,505.22,0,2020-12-08 21:31:48
X_吉小游戏11022,小游戏大厅_吉林_006,已运行,1210,499.16,0,2020-12-08 21:31:48
X_吉小游戏11023,小游戏大厅_吉林_006,已运行,1163,533.2,0,2020-12-08 21:31:48
X_吉小游戏11024,小游戏大厅_吉林_006,已运行,1161,483.9,0,2020-12-08 21:31:48
X_吉小游戏11025,小游戏大厅_吉林_007,已运行,1172,500.8,0,2020-12-08 21:31:47
X_吉小游戏11026,小游戏大厅_吉林_007,已运行,1254,481.89,0,2020-12-08 21:31:47
X_吉小游戏11027,小游戏大厅_吉林_007,已运行,1212,467.18,0,2020-12-08 21:31:47
X_吉小游戏11028,小游戏大厅_吉林_007,已运行,1189,491.17,0,2020-12-08 21:31:47
X_吉小游戏11029,小游戏大厅_吉林_008,已运行,1076,463.78,0,2020-12-08 21:31:48
X_吉小游戏11030,小游戏大厅_吉林_008,已运行,1192,481.25,0,2020-12-08 21:31:48
X_吉小游戏11031,小游戏大厅_吉林_008,已运行,1204,488.66,0,2020-12-08 21:31:48
X_吉小游戏11032,小游戏大厅_吉林_008,已运行,1253,495.12,0,2020-12-08 21:31:48
X_吉小游戏11033,小游戏大厅_吉林_009,已运行,1207,496.43,0,2020-12-08 21:31:47
X_吉小游戏11034,小游戏大厅_吉林_009,已运行,1265,475.52,0,2020-12-08 21:31:47
X_吉小游戏11035,小游戏大厅_吉林_009,已运行,1152,488.38,0,2020-12-08 21:31:47
X_吉小游戏11036,小游戏大厅_吉林_009,已运行,1199,499,0,2020-12-08 21:31:47
X_吉小游戏11037,小游戏大厅_吉林_010,已运行,1212,529.52,0,2020-12-08 21:31:47
X_吉小游戏11038,小游戏大厅_吉林_010,已运行,1168,464.98,0,2020-12-08 21:31:47
X_吉小游戏11039,小游戏大厅_吉林_010,已运行,1241,505.16,0,2020-12-08 21:31:47
X_吉小游戏11040,小游戏大厅_吉林_010,已运行,1189,487.66,0,2020-12-08 21:31:47
X_吉小游戏11041,小游戏大厅_吉林_011,已运行,1161,493.87,0,2020-12-08 21:31:48
X_吉小游戏11042,小游戏大厅_吉林_011,已运行,1220,490.63,0,2020-12-08 21:31:48
X_吉小游戏11043,小游戏大厅_吉林_011,已运行,1204,487.7,0,2020-12-08 21:31:48
X_吉小游戏11044,小游戏大厅_吉林_011,已运行,1184,498.44,0,2020-12-08 21:31:48
X_川甘宁云小游戏16001,小游戏大厅_四川_甘肃_宁夏_云南_001,已运行,1388,466.25,0,2020-12-08 21:31:48
X_川甘宁云小游戏16002,小游戏大厅_四川_甘肃_宁夏_云南_001,已运行,1322,458.59,0,2020-12-08 21:31:48
X_川甘宁云小游戏16003,小游戏大厅_四川_甘肃_宁夏_云南_001,已运行,1340,483.07,0,2020-12-08 21:31:48
X_川甘宁云小游戏16004,小游戏大厅_四川_甘肃_宁夏_云南_001,已运行,1355,450.83,0,2020-12-08 21:31:48
X_川甘宁云小游戏16005,小游戏大厅_四川_甘肃_宁夏_云南_002,已运行,1340,448.81,0,2020-12-08 21:31:47
X_川甘宁云小游戏16006,小游戏大厅_四川_甘肃_宁夏_云南_002,已运行,1344,462.55,0,2020-12-08 21:31:47
X_川甘宁云小游戏16007,小游戏大厅_四川_甘肃_宁夏_云南_002,已运行,1328,462.32,0,2020-12-08 21:31:48
X_川甘宁云小游戏16008,小游戏大厅_四川_甘肃_宁夏_云南_002,已运行,1378,462.17,0,2020-12-08 21:31:48
X_川甘宁云小游戏16009,小游戏大厅_四川_甘肃_宁夏_云南_003,已运行,1334,459.61,0,2020-12-08 21:31:47
X_川甘宁云小游戏16010,小游戏大厅_四川_甘肃_宁夏_云南_003,已运行,1403,454.04,0,2020-12-08 21:31:47
X_川甘宁云小游戏16011,小游戏大厅_四川_甘肃_宁夏_云南_003,已运行,1374,448.5,0,2020-12-08 21:31:47
X_川甘宁云小游戏16012,小游戏大厅_四川_甘肃_宁夏_云南_003,已运行,1348,447,0,2020-12-08 21:31:47
X_川甘宁云小游戏16013,小游戏大厅_四川_甘肃_宁夏_云南_004,已运行,1353,476.79,0,2020-12-08 21:31:47
X_川甘宁云小游戏16014,小游戏大厅_四川_甘肃_宁夏_云南_004,已运行,1316,467.04,0,2020-12-08 21:31:47
X_川甘宁云小游戏16015,小游戏大厅_四川_甘肃_宁夏_云南_004,已运行,1322,454.41,0,2020-12-08 21:31:47
X_川甘宁云小游戏16016,小游戏大厅_四川_甘肃_宁夏_云南_004,已运行,1437,473.41,0,2020-12-08 21:31:47
X_川甘宁云小游戏16017,小游戏大厅_四川_甘肃_宁夏_云南_005,已运行,1277,446.22,0,2020-12-08 21:31:47
X_川甘宁云小游戏16018,小游戏大厅_四川_甘肃_宁夏_云南_005,已运行,1337,462.25,0,2020-12-08 21:31:47
X_川甘宁云小游戏16019,小游戏大厅_四川_甘肃_宁夏_云南_005,已运行,1290,445.12,0,2020-12-08 21:31:47
X_川甘宁云小游戏16020,小游戏大厅_四川_甘肃_宁夏_云南_005,已运行,1327,487.5,0,2020-12-08 21:31:47
X_川甘宁云小游戏16021,小游戏大厅_四川_甘肃_宁夏_云南_006,已运行,1493,477.93,0,2020-12-08 21:31:48
X_川甘宁云小游戏16022,小游戏大厅_四川_甘肃_宁夏_云南_006,已运行,1340,464.39,0,2020-12-08 21:31:48
X_川甘宁云小游戏16023,小游戏大厅_四川_甘肃_宁夏_云南_006,已运行,1406,453.05,0,2020-12-08 21:31:48
X_川甘宁云小游戏16024,小游戏大厅_四川_甘肃_宁夏_云南_006,已运行,1311,451.44,0,2020-12-08 21:31:48
X_川甘宁云小游戏16025,小游戏大厅_四川_甘肃_宁夏_云南_007,已运行,1377,458.93,0,2020-12-08 21:31:47
X_川甘宁云小游戏16026,小游戏大厅_四川_甘肃_宁夏_云南_007,已运行,1362,479.95,0,2020-12-08 21:31:47
X_川甘宁云小游戏16027,小游戏大厅_四川_甘肃_宁夏_云南_007,已运行,1344,447.2,0,2020-12-08 21:31:47
X_川甘宁云小游戏16028,小游戏大厅_四川_甘肃_宁夏_云南_007,已运行,1377,435.84,0,2020-12-08 21:31:47
X_川甘宁云小游戏16029,小游戏大厅_四川_甘肃_宁夏_云南_008,已运行,1400,474.16,0,2020-12-08 21:31:47
X_川甘宁云小游戏16030,小游戏大厅_四川_甘肃_宁夏_云南_008,已运行,1357,474.58,0,2020-12-08 21:31:47
X_川甘宁云小游戏16031,小游戏大厅_四川_甘肃_宁夏_云南_008,已运行,1409,489.08,0,2020-12-08 21:31:47
X_川甘宁云小游戏16032,小游戏大厅_四川_甘肃_宁夏_云南_008,已运行,1341,477.84,0,2020-12-08 21:31:47
X_晋内蒙小游戏22001,小游戏大厅_山西_内蒙_001,已运行,1133,413.98,0,2020-12-08 21:31:47
X_晋内蒙小游戏22002,小游戏大厅_山西_内蒙_001,已运行,1129,468.56,0,2020-12-08 21:31:47
X_晋内蒙小游戏22003,小游戏大厅_山西_内蒙_001,已运行,1098,436.03,0,2020-12-08 21:31:47
X_晋内蒙小游戏22004,小游戏大厅_山西_内蒙_001,已运行,1152,433.04,0,2020-12-08 21:31:47
X_晋内蒙小游戏22005,小游戏大厅_山西_内蒙_002,已运行,1136,414.41,0,2020-12-08 21:31:47
X_晋内蒙小游戏22006,小游戏大厅_山西_内蒙_002,已运行,1127,439.21,0,2020-12-08 21:31:47
X_晋内蒙小游戏22007,小游戏大厅_山西_内蒙_002,已运行,1069,429.16,0,2020-12-08 21:31:47
X_晋内蒙小游戏22008,小游戏大厅_山西_内蒙_002,已运行,1116,423.85,0,2020-12-08 21:31:47
X_晋内蒙小游戏22009,小游戏大厅_山西_内蒙_003,已运行,1213,457,0,2020-12-08 21:31:48
X_晋内蒙小游戏22010,小游戏大厅_山西_内蒙_003,已运行,1086,423.58,0,2020-12-08 21:31:48
X_晋内蒙小游戏22011,小游戏大厅_山西_内蒙_003,已运行,1167,433.36,0,2020-12-08 21:31:47
X_晋内蒙小游戏22012,小游戏大厅_山西_内蒙_003,已运行,1202,423.25,0,2020-12-08 21:31:48
X_湘小游戏19001,小游戏大厅_湖南_001,已运行,1018,450.6,0,2020-12-08 21:31:47
X_湘小游戏19002,小游戏大厅_湖南_001,已运行,1044,426.11,0,2020-12-08 21:31:47
X_湘小游戏19003,小游戏大厅_湖南_001,已运行,1005,420.27,0,2020-12-08 21:31:47
X_湘小游戏19004,小游戏大厅_湖南_001,已运行,1018,448.62,0,2020-12-08 21:31:47
X_湘小游戏19005,小游戏大厅_湖南_002,已运行,1059,425.48,0,2020-12-08 21:31:47
X_湘小游戏19006,小游戏大厅_湖南_002,已运行,1016,425.12,0,2020-12-08 21:31:47
X_湘小游戏19007,小游戏大厅_湖南_002,已运行,1058,442.64,0,2020-12-08 21:31:47
X_湘小游戏19008,小游戏大厅_湖南_002,已运行,1047,487.03,0,2020-12-08 21:31:47
X_湘小游戏19009,小游戏大厅_湖南_003,已运行,990,458.73,0,2020-12-08 21:31:47
X_湘小游戏19010,小游戏大厅_湖南_003,已运行,1035,435.42,0,2020-12-08 21:31:47
X_湘小游戏19011,小游戏大厅_湖南_003,已运行,998,430.45,0,2020-12-08 21:31:47
X_湘小游戏19012,小游戏大厅_湖南_003,已运行,971,455.73,0,2020-12-08 21:31:47
X_粤桂琼小游戏18001,小游戏大厅_广东_广西_海南_001,已运行,976,449.98,0,2020-12-08 21:31:48
X_粤桂琼小游戏18002,小游戏大厅_广东_广西_海南_001,已运行,985,450.75,0,2020-12-08 21:31:48
X_粤桂琼小游戏18003,小游戏大厅_广东_广西_海南_001,已运行,952,462.14,0,2020-12-08 21:31:48
X_粤桂琼小游戏18004,小游戏大厅_广东_广西_海南_001,已运行,1006,451.49,0,2020-12-08 21:31:48
X_粤桂琼小游戏18005,小游戏大厅_广东_广西_海南_002,已运行,982,455.55,0,2020-12-08 21:31:48
X_粤桂琼小游戏18006,小游戏大厅_广东_广西_海南_002,已运行,974,445.94,0,2020-12-08 21:31:48
X_粤桂琼小游戏18007,小游戏大厅_广东_广西_海南_002,已运行,1050,464.88,0,2020-12-08 21:31:48
X_粤桂琼小游戏18008,小游戏大厅_广东_广西_海南_002,已运行,998,445.23,0,2020-12-08 21:31:48
X_粤桂琼小游戏18009,小游戏大厅_广东_广西_海南_003,已运行,963,459.63,0,2020-12-08 21:31:48
X_粤桂琼小游戏18010,小游戏大厅_广东_广西_海南_003,已运行,980,479.05,0,2020-12-08 21:31:48
X_粤桂琼小游戏18011,小游戏大厅_广东_广西_海南_003,已运行,984,461.52,0,2020-12-08 21:31:48
X_粤桂琼小游戏18012,小游戏大厅_广东_广西_海南_003,已运行,955,439.45,0,2020-12-08 21:31:48
X_苏皖浙沪小游戏25001,小游戏大厅_江苏_安徽_浙江_上海_001,已运行,1144,472,0,2020-12-08 21:31:47
X_苏皖浙沪小游戏25002,小游戏大厅_江苏_安徽_浙江_上海_001,已运行,1204,475.11,0,2020-12-08 21:31:47
X_苏皖浙沪小游戏25003,小游戏大厅_江苏_安徽_浙江_上海_001,已运行,1244,486.23,0,2020-12-08 21:31:47
X_苏皖浙沪小游戏25004,小游戏大厅_江苏_安徽_浙江_上海_001,已运行,1277,503.95,0,2020-12-08 21:31:47
X_苏皖浙沪小游戏25005,小游戏大厅_江苏_安徽_浙江_上海_002,已运行,1195,483.32,0,2020-12-08 21:31:48
X_苏皖浙沪小游戏25006,小游戏大厅_江苏_安徽_浙江_上海_002,已运行,1249,491.22,0,2020-12-08 21:31:48
X_苏皖浙沪小游戏25007,小游戏大厅_江苏_安徽_浙江_上海_002,已运行,1281,486.7,0,2020-12-08 21:31:48
X_苏皖浙沪小游戏25008,小游戏大厅_江苏_安徽_浙江_上海_002,已运行,1194,470.7,0,2020-12-08 21:31:48
X_苏皖浙沪小游戏25009,小游戏大厅_江苏_安徽_浙江_上海_003,已运行,1189,469.95,0,2020-12-08 21:31:48
X_苏皖浙沪小游戏25010,小游戏大厅_江苏_安徽_浙江_上海_003,已运行,1232,505.92,0,2020-12-08 21:31:48
X_苏皖浙沪小游戏25011,小游戏大厅_江苏_安徽_浙江_上海_003,已运行,1198,494.26,0,2020-12-08 21:31:48
X_苏皖浙沪小游戏25012,小游戏大厅_江苏_安徽_浙江_上海_003,已运行,1245,472.96,0,2020-12-08 21:31:48
X_豫小游戏24001,小游戏大厅_河南_001,已运行,746,402.57,0,2020-12-08 21:31:47
X_豫小游戏24002,小游戏大厅_河南_001,已运行,726,378.6,0,2020-12-08 21:31:47
X_豫小游戏24003,小游戏大厅_河南_001,已运行,702,378.98,0,2020-12-08 21:31:47
X_豫小游戏24004,小游戏大厅_河南_001,已运行,695,382.36,0,2020-12-08 21:31:47
X_豫小游戏24005,小游戏大厅_河南_002,已运行,730,383.5,0,2020-12-08 21:31:48
X_豫小游戏24006,小游戏大厅_河南_002,已运行,746,394.66,0,2020-12-08 21:31:48
X_豫小游戏24007,小游戏大厅_河南_002,已运行,697,383.04,0,2020-12-08 21:31:48
X_豫小游戏24008,小游戏大厅_河南_002,已运行,757,390.39,0,2020-12-08 21:31:48
X_豫小游戏24009,小游戏大厅_河南_003,已运行,712,310.74,0,2020-12-08 21:31:47
X_豫小游戏24010,小游戏大厅_河南_003,已运行,749,368.28,0,2020-12-08 21:31:47
X_豫小游戏24011,小游戏大厅_河南_003,已运行,730,385.23,0,2020-12-08 21:31:47
X_豫小游戏24012,小游戏大厅_河南_003,已运行,758,384.38,0,2020-12-08 21:31:47
X_豫小游戏24013,小游戏大厅_河南_004,已运行,712,378.56,0,2020-12-08 21:31:47
X_豫小游戏24014,小游戏大厅_河南_004,已运行,696,393.83,0,2020-12-08 21:31:47
X_豫小游戏24015,小游戏大厅_河南_004,已运行,725,394.92,0,2020-12-08 21:31:47
X_豫小游戏24016,小游戏大厅_河南_004,已运行,768,396.11,0,2020-12-08 21:31:47
X_豫小游戏24017,小游戏大厅_河南_005,已运行,743,361.87,0,2020-12-08 21:31:48
X_豫小游戏24018,小游戏大厅_河南_005,已运行,703,382.43,0,2020-12-08 21:31:48
X_豫小游戏24019,小游戏大厅_河南_005,已运行,758,368.77,0,2020-12-08 21:31:48
X_豫小游戏24020,小游戏大厅_河南_005,已运行,729,385.72,0,2020-12-08 21:31:48
X_豫小游戏24021,小游戏大厅_河南_006,已运行,732,396.55,0,2020-12-08 21:31:48
X_豫小游戏24022,小游戏大厅_河南_006,已运行,749,392.65,0,2020-12-08 21:31:48
X_豫小游戏24023,小游戏大厅_河南_006,已运行,726,382.1,0,2020-12-08 21:31:48
X_豫小游戏24024,小游戏大厅_河南_006,已运行,771,368.99,0,2020-12-08 21:31:48
X_贵小游戏14001,小游戏大厅_贵州_001,已运行,1061,462.92,0,2020-12-08 21:31:48
X_贵小游戏14002,小游戏大厅_贵州_001,已运行,1077,501.77,0,2020-12-08 21:31:48
X_贵小游戏14003,小游戏大厅_贵州_001,已运行,1122,465.49,0,2020-12-08 21:31:48
X_贵小游戏14004,小游戏大厅_贵州_001,已运行,1103,457.55,0,2020-12-08 21:31:48
X_贵小游戏14005,小游戏大厅_贵州_002,已运行,1121,454.49,0,2020-12-08 21:31:47
X_贵小游戏14006,小游戏大厅_贵州_002,已运行,983,452.81,0,2020-12-08 21:31:47
X_贵小游戏14007,小游戏大厅_贵州_002,已运行,1037,452.89,0,2020-12-08 21:31:47
X_贵小游戏14008,小游戏大厅_贵州_002,已运行,1023,467.93,0,2020-12-08 21:31:47
X_贵小游戏14009,小游戏大厅_贵州_003,已运行,1110,486.79,0,2020-12-08 21:31:48
X_贵小游戏14010,小游戏大厅_贵州_003,已运行,1105,456.16,0,2020-12-08 21:31:48
X_贵小游戏14011,小游戏大厅_贵州_003,已运行,1015,457.37,0,2020-12-08 21:31:48
X_贵小游戏14012,小游戏大厅_贵州_003,已运行,1101,453.97,0,2020-12-08 21:31:48
X_贵小游戏14013,小游戏大厅_贵州_004,已运行,1008,489.75,0,2020-12-08 21:31:48
X_贵小游戏14014,小游戏大厅_贵州_004,已运行,1044,465.09,0,2020-12-08 21:31:48
X_贵小游戏14015,小游戏大厅_贵州_004,已运行,994,466.05,0,2020-12-08 21:31:48
X_贵小游戏14016,小游戏大厅_贵州_004,已运行,1103,469.57,0,2020-12-08 21:31:48
X_贵小游戏14017,小游戏大厅_贵州_005,已运行,1017,450.36,0,2020-12-08 21:31:47
X_贵小游戏14018,小游戏大厅_贵州_005,已运行,1083,486.69,0,2020-12-08 21:31:47
X_贵小游戏14019,小游戏大厅_贵州_005,已运行,1104,461.41,0,2020-12-08 21:31:47
X_贵小游戏14020,小游戏大厅_贵州_005,已运行,1059,485.61,0,2020-12-08 21:31:47
X_贵小游戏14021,小游戏大厅_贵州_006,已运行,1074,451.61,0,2020-12-08 21:31:48
X_贵小游戏14022,小游戏大厅_贵州_006,已运行,1085,455.73,0,2020-12-08 21:31:48
X_贵小游戏14023,小游戏大厅_贵州_006,已运行,1037,467.25,0,2020-12-08 21:31:48
X_贵小游戏14024,小游戏大厅_贵州_006,已运行,1078,450.8,0,2020-12-08 21:31:48
X_贵小游戏14025,小游戏大厅_贵州_007,已运行,1043,474.62,0,2020-12-08 21:31:47
X_贵小游戏14026,小游戏大厅_贵州_007,已运行,1095,478.63,0,2020-12-08 21:31:47
X_贵小游戏14027,小游戏大厅_贵州_007,已运行,1030,454.66,0,2020-12-08 21:31:47
X_贵小游戏14028,小游戏大厅_贵州_007,已运行,1079,460.69,0,2020-12-08 21:31:47
X_贵小游戏14029,小游戏大厅_贵州_008,已运行,1080,457.47,0,2020-12-08 21:31:48
X_贵小游戏14030,小游戏大厅_贵州_008,已运行,1077,479.54,0,2020-12-08 21:31:48
X_贵小游戏14031,小游戏大厅_贵州_008,已运行,1051,477.39,0,2020-12-08 21:31:48
X_贵小游戏14032,小游戏大厅_贵州_008,已运行,1020,474.61,0,2020-12-08 21:31:48
X_贵小游戏14033,小游戏大厅_贵州_009,已运行,1071,489.04,0,2020-12-08 21:31:48
X_贵小游戏14034,小游戏大厅_贵州_009,已运行,1116,471.55,0,2020-12-08 21:31:48
X_贵小游戏14035,小游戏大厅_贵州_009,已运行,1074,441.07,0,2020-12-08 21:31:48
X_贵小游戏14036,小游戏大厅_贵州_009,已运行,1068,457.68,0,2020-12-08 21:31:48
X_贵小游戏14037,小游戏大厅_贵州_010,已运行,1081,456.09,0,2020-12-08 21:31:48
X_贵小游戏14038,小游戏大厅_贵州_010,已运行,1120,464.66,0,2020-12-08 21:31:48
X_贵小游戏14039,小游戏大厅_贵州_010,已运行,1102,451.39,0,2020-12-08 21:31:48
X_贵小游戏14040,小游戏大厅_贵州_010,已运行,1050,460.36,0,2020-12-08 21:31:48
X_贵小游戏14041,小游戏大厅_贵州_011,已运行,1039,471.65,0,2020-12-08 21:31:48
X_贵小游戏14042,小游戏大厅_贵州_011,已运行,1073,489.07,0,2020-12-08 21:31:48
X_贵小游戏14043,小游戏大厅_贵州_011,已运行,1088,473.34,0,2020-12-08 21:31:48
X_贵小游戏14044,小游戏大厅_贵州_011,已运行,1044,498.47,0,2020-12-08 21:31:48
X_贵小游戏14045,小游戏大厅_贵州_012,已运行,1078,464.09,0,2020-12-08 21:31:48
X_贵小游戏14046,小游戏大厅_贵州_012,已运行,1065,473.98,0,2020-12-08 21:31:48
X_贵小游戏14047,小游戏大厅_贵州_012,已运行,1074,470.07,0,2020-12-08 21:31:48
X_贵小游戏14048,小游戏大厅_贵州_012,已运行,1075,449.16,0,2020-12-08 21:31:48
X_贵小游戏14049,小游戏大厅_贵州_013,已运行,1094,465.62,0,2020-12-08 21:31:48
X_贵小游戏14050,小游戏大厅_贵州_013,已运行,1066,450.87,0,2020-12-08 21:31:48
X_贵小游戏14051,小游戏大厅_贵州_013,已运行,1074,472.99,0,2020-12-08 21:31:48
X_贵小游戏14052,小游戏大厅_贵州_013,已运行,1080,457.52,0,2020-12-08 21:31:48
X_贵小游戏14053,小游戏大厅_贵州_014,已运行,1061,453.77,0,2020-12-08 21:31:48
X_贵小游戏14054,小游戏大厅_贵州_014,已运行,1034,458.88,0,2020-12-08 21:31:48
X_贵小游戏14055,小游戏大厅_贵州_014,已运行,1047,445.95,0,2020-12-08 21:31:48
X_贵小游戏14056,小游戏大厅_贵州_014,已运行,1029,447.39,0,2020-12-08 21:31:48
X_贵小游戏14057,小游戏大厅_贵州_015,已运行,1109,471.45,0,2020-12-08 21:31:47
X_贵小游戏14058,小游戏大厅_贵州_015,已运行,1030,476.07,0,2020-12-08 21:31:47
X_贵小游戏14059,小游戏大厅_贵州_015,已运行,1052,465.62,0,2020-12-08 21:31:47
X_贵小游戏14060,小游戏大厅_贵州_015,已运行,1072,465.91,0,2020-12-08 21:31:47
X_贵小游戏14061,小游戏大厅_贵州_016,已运行,1038,469.85,0,2020-12-08 21:31:47
X_贵小游戏14062,小游戏大厅_贵州_016,已运行,1004,488.42,0,2020-12-08 21:31:47
X_贵小游戏14063,小游戏大厅_贵州_016,已运行,1077,462.35,0,2020-12-08 21:31:47
X_贵小游戏14064,小游戏大厅_贵州_016,已运行,1108,470.75,0,2020-12-08 21:31:47
X_贵小游戏14065,小游戏大厅_贵州_017,已运行,1079,441.01,0,2020-12-08 21:31:48
X_贵小游戏14066,小游戏大厅_贵州_017,已运行,1084,452.79,0,2020-12-08 21:31:48
X_贵小游戏14067,小游戏大厅_贵州_017,已运行,1071,420.39,0,2020-12-08 21:31:48
X_贵小游戏14068,小游戏大厅_贵州_017,已运行,1056,446.08,0,2020-12-08 21:31:48
X_贵小游戏14069,小游戏大厅_贵州_018,已运行,1033,496.04,0,2020-12-08 21:31:47
X_贵小游戏14070,小游戏大厅_贵州_018,已运行,1115,469.75,0,2020-12-08 21:31:47
X_贵小游戏14071,小游戏大厅_贵州_018,已运行,1141,461.74,0,2020-12-08 21:31:47
X_贵小游戏14072,小游戏大厅_贵州_018,已运行,1016,459.71,0,2020-12-08 21:31:47
X_贵小游戏14073,小游戏大厅_贵州_019,已运行,1070,489.36,0,2020-12-08 21:31:47
X_贵小游戏14074,小游戏大厅_贵州_019,已运行,1096,491.75,0,2020-12-08 21:31:47
X_贵小游戏14075,小游戏大厅_贵州_019,已运行,1042,443.32,0,2020-12-08 21:31:47
X_贵小游戏14076,小游戏大厅_贵州_019,已运行,1039,466.61,0,2020-12-08 21:31:47
X_贵小游戏14077,小游戏大厅_贵州_020,已运行,1051,481.92,0,2020-12-08 21:31:47
X_贵小游戏14078,小游戏大厅_贵州_020,已运行,1029,464.95,0,2020-12-08 21:31:47
X_贵小游戏14079,小游戏大厅_贵州_020,已运行,1019,452.23,0,2020-12-08 21:31:47
X_贵小游戏14080,小游戏大厅_贵州_020,已运行,1082,435.11,0,2020-12-08 21:31:47
X_贵小游戏14081,小游戏大厅_贵州_021,已运行,1048,477.19,0,2020-12-08 21:31:48
