游戏服务器,服务器名称,状态,负荷,内存,cpu,时间
X_川甘宁云小游戏16003,小游戏大厅_四川_甘肃_宁夏_云南_001,已运行,563,314.06,0,2020-12-21 19:31:59
X_川甘宁云小游戏16004,小游戏大厅_四川_甘肃_宁夏_云南_001,已运行,548,306.01,0,2020-12-21 19:31:59
X_川甘宁云小游戏16005,小游戏大厅_四川_甘肃_宁夏_云南_002,已运行,596,319.81,0,2020-12-21 19:31:59
X_川甘宁云小游戏16006,小游戏大厅_四川_甘肃_宁夏_云南_002,已运行,551,316.39,0,2020-12-21 19:31:59
X_川甘宁云小游戏16007,小游戏大厅_四川_甘肃_宁夏_云南_002,已运行,576,316.43,0,2020-12-21 19:31:59
X_川甘宁云小游戏16008,小游戏大厅_四川_甘肃_宁夏_云南_002,已运行,591,317.61,0,2020-12-21 19:31:59
X_川甘宁云小游戏16009,小游戏大厅_四川_甘肃_宁夏_云南_003,已运行,579,322.5,0,2020-12-21 19:31:59
X_川甘宁云小游戏16010,小游戏大厅_四川_甘肃_宁夏_云南_003,已运行,563,318.88,0,2020-12-21 19:31:59
X_川甘宁云小游戏16011,小游戏大厅_四川_甘肃_宁夏_云南_003,已运行,552,315.65,0,2020-12-21 19:31:59
X_川甘宁云小游戏16012,小游戏大厅_四川_甘肃_宁夏_云南_003,已运行,563,311.41,0,2020-12-21 19:31:59
X_川甘宁云小游戏16013,小游戏大厅_四川_甘肃_宁夏_云南_004,已运行,541,318.97,0,2020-12-21 19:31:59
X_川甘宁云小游戏16014,小游戏大厅_四川_甘肃_宁夏_云南_004,已运行,609,318.92,0,2020-12-21 19:31:59
X_川甘宁云小游戏16015,小游戏大厅_四川_甘肃_宁夏_云南_004,已运行,509,305.72,0,2020-12-21 19:31:59
X_川甘宁云小游戏16016,小游戏大厅_四川_甘肃_宁夏_云南_004,已运行,598,321.37,0,2020-12-21 19:31:59
X_川甘宁云小游戏16017,小游戏大厅_四川_甘肃_宁夏_云南_005,已运行,580,316.83,0,2020-12-21 19:31:59
X_川甘宁云小游戏16018,小游戏大厅_四川_甘肃_宁夏_云南_005,已运行,580,319.22,0,2020-12-21 19:31:59
X_川甘宁云小游戏16019,小游戏大厅_四川_甘肃_宁夏_云南_005,已运行,558,313.85,0,2020-12-21 19:31:59
X_川甘宁云小游戏16020,小游戏大厅_四川_甘肃_宁夏_云南_005,已运行,580,313.69,0,2020-12-21 19:31:59
X_川甘宁云小游戏16021,小游戏大厅_四川_甘肃_宁夏_云南_006,已运行,590,316.41,0,2020-12-21 19:31:59
X_川甘宁云小游戏16022,小游戏大厅_四川_甘肃_宁夏_云南_006,已运行,557,314.54,0,2020-12-21 19:31:59
X_川甘宁云小游戏16023,小游戏大厅_四川_甘肃_宁夏_云南_006,已运行,552,314.1,0,2020-12-21 19:31:59
X_川甘宁云小游戏16024,小游戏大厅_四川_甘肃_宁夏_云南_006,已运行,559,317.95,0,2020-12-21 19:31:59
X_川甘宁云小游戏16025,小游戏大厅_四川_甘肃_宁夏_云南_007,已运行,558,314.29,0,2020-12-21 19:31:58
X_川甘宁云小游戏16026,小游戏大厅_四川_甘肃_宁夏_云南_007,已运行,570,320.29,0,2020-12-21 19:31:58
X_川甘宁云小游戏16027,小游戏大厅_四川_甘肃_宁夏_云南_007,已运行,529,303.29,0,2020-12-21 19:31:58
X_川甘宁云小游戏16028,小游戏大厅_四川_甘肃_宁夏_云南_007,已运行,567,319.97,0,2020-12-21 19:31:58
X_川甘宁云小游戏16029,小游戏大厅_四川_甘肃_宁夏_云南_008,已运行,565,316.6,0,2020-12-21 19:31:59
X_川甘宁云小游戏16030,小游戏大厅_四川_甘肃_宁夏_云南_008,已运行,570,316.26,0,2020-12-21 19:31:59
X_川甘宁云小游戏16031,小游戏大厅_四川_甘肃_宁夏_云南_008,已运行,558,315.3,0,2020-12-21 19:31:59
X_川甘宁云小游戏16032,小游戏大厅_四川_甘肃_宁夏_云南_008,已运行,567,319.86,0,2020-12-21 19:31:59
X_川甘宁云小游戏16033,小游戏大厅_四川_甘肃_宁夏_云南_009,已运行,554,313.38,0,2020-12-21 19:31:59
X_川甘宁云小游戏16034,小游戏大厅_四川_甘肃_宁夏_云南_009,已运行,589,325.31,0,2020-12-21 19:31:59
X_川甘宁云小游戏16035,小游戏大厅_四川_甘肃_宁夏_云南_009,已运行,573,279.94,0,2020-12-21 19:31:59
X_川甘宁云小游戏16036,小游戏大厅_四川_甘肃_宁夏_云南_009,已运行,545,313.29,0,2020-12-21 19:31:59
X_川甘宁云小游戏16037,小游戏大厅_四川_甘肃_宁夏_云南_010,已运行,547,279.48,0,2020-12-21 19:31:58
X_川甘宁云小游戏16038,小游戏大厅_四川_甘肃_宁夏_云南_010,已运行,548,316.96,0,2020-12-21 19:31:58
X_川甘宁云小游戏16039,小游戏大厅_四川_甘肃_宁夏_云南_010,已运行,514,308.52,0,2020-12-21 19:31:58
X_川甘宁云小游戏16040,小游戏大厅_四川_甘肃_宁夏_云南_010,已运行,618,322.93,0,2020-12-21 19:31:58
X_川甘宁云小游戏16041,小游戏大厅_四川_甘肃_宁夏_云南_011,已运行,585,323.18,0,2020-12-21 19:31:59
X_川甘宁云小游戏16042,小游戏大厅_四川_甘肃_宁夏_云南_011,已运行,563,318.5,0,2020-12-21 19:31:59
X_川甘宁云小游戏16043,小游戏大厅_四川_甘肃_宁夏_云南_011,已运行,563,318.81,0,2020-12-21 19:31:59
X_川甘宁云小游戏16044,小游戏大厅_四川_甘肃_宁夏_云南_011,已运行,570,318.38,0,2020-12-21 19:31:59
X_晋内蒙小游戏22001,小游戏大厅_山西_内蒙_001,已运行,834,338.87,0,2020-12-21 19:31:58
X_晋内蒙小游戏22002,小游戏大厅_山西_内蒙_001,已运行,806,341.15,0,2020-12-21 19:31:58
X_晋内蒙小游戏22003,小游戏大厅_山西_内蒙_001,已运行,801,334.57,0,2020-12-21 19:31:58
X_晋内蒙小游戏22004,小游戏大厅_山西_内蒙_001,已运行,788,338.14,0,2020-12-21 19:31:58
X_晋内蒙小游戏22005,小游戏大厅_山西_内蒙_002,已运行,754,324.79,0,2020-12-21 19:31:59
X_晋内蒙小游戏22006,小游戏大厅_山西_内蒙_002,已运行,804,339.45,0,2020-12-21 19:31:59
X_晋内蒙小游戏22007,小游戏大厅_山西_内蒙_002,已运行,841,346.27,0,2020-12-21 19:31:59
X_晋内蒙小游戏22008,小游戏大厅_山西_内蒙_002,已运行,802,339.74,0,2020-12-21 19:31:59
X_晋内蒙小游戏22009,小游戏大厅_山西_内蒙_003,已运行,829,340.22,0,2020-12-21 19:31:58
X_晋内蒙小游戏22010,小游戏大厅_山西_内蒙_003,已运行,797,339.62,0,2020-12-21 19:31:58
X_晋内蒙小游戏22011,小游戏大厅_山西_内蒙_003,已运行,824,344.84,0,2020-12-21 19:31:58
X_晋内蒙小游戏22012,小游戏大厅_山西_内蒙_003,已运行,759,336.94,0,2020-12-21 19:31:58
X_湘小游戏19001,小游戏大厅_湖南_001,已运行,674,334.08,0,2020-12-21 19:31:59
X_湘小游戏19002,小游戏大厅_湖南_001,已运行,685,325.92,0,2020-12-21 19:31:59
X_湘小游戏19003,小游戏大厅_湖南_001,已运行,673,326.41,0,2020-12-21 19:31:59
X_湘小游戏19004,小游戏大厅_湖南_001,已运行,661,322.97,0,2020-12-21 19:31:59
X_湘小游戏19005,小游戏大厅_湖南_002,已运行,673,336.11,0,2020-12-21 19:31:59
X_湘小游戏19006,小游戏大厅_湖南_002,已运行,690,274.05,0,2020-12-21 19:31:59
X_湘小游戏19007,小游戏大厅_湖南_002,已运行,679,325.17,0,2020-12-21 19:31:59
X_湘小游戏19008,小游戏大厅_湖南_002,已运行,700,333.2,0,2020-12-21 19:31:59
X_湘小游戏19009,小游戏大厅_湖南_003,已运行,667,334.66,0,2020-12-21 19:31:59
X_湘小游戏19010,小游戏大厅_湖南_003,已运行,675,326.77,0,2020-12-21 19:31:59
X_湘小游戏19011,小游戏大厅_湖南_003,已运行,695,335.04,0,2020-12-21 19:31:59
X_湘小游戏19012,小游戏大厅_湖南_003,已运行,683,330.41,0,2020-12-21 19:31:59
X_粤桂琼小游戏18001,小游戏大厅_广东_广西_海南_001,已运行,558,315.74,0,2020-12-21 19:31:58
X_粤桂琼小游戏18002,小游戏大厅_广东_广西_海南_001,已运行,571,313.77,0,2020-12-21 19:31:58
X_粤桂琼小游戏18003,小游戏大厅_广东_广西_海南_001,已运行,572,318.3,0,2020-12-21 19:31:58
X_粤桂琼小游戏18004,小游戏大厅_广东_广西_海南_001,已运行,584,323.49,0,2020-12-21 19:31:58
X_粤桂琼小游戏18005,小游戏大厅_广东_广西_海南_002,已运行,606,323.88,0,2020-12-21 19:31:58
X_粤桂琼小游戏18006,小游戏大厅_广东_广西_海南_002,已运行,536,317.13,0,2020-12-21 19:31:58
X_粤桂琼小游戏18007,小游戏大厅_广东_广西_海南_002,已运行,567,321.7,0,2020-12-21 19:31:58
X_粤桂琼小游戏18008,小游戏大厅_广东_广西_海南_002,已运行,592,319.98,0,2020-12-21 19:31:58
X_粤桂琼小游戏18009,小游戏大厅_广东_广西_海南_003,已运行,545,317.95,0,2020-12-21 19:31:58
X_粤桂琼小游戏18010,小游戏大厅_广东_广西_海南_003,已运行,568,310,0,2020-12-21 19:31:58
X_粤桂琼小游戏18011,小游戏大厅_广东_广西_海南_003,已运行,533,320.04,0,2020-12-21 19:31:58
X_粤桂琼小游戏18012,小游戏大厅_广东_广西_海南_003,已运行,571,318.39,0,2020-12-21 19:31:58
X_苏皖浙沪小游戏25001,小游戏大厅_江苏_安徽_浙江_上海_001,已运行,643,331.19,0,2020-12-21 19:31:58
X_苏皖浙沪小游戏25002,小游戏大厅_江苏_安徽_浙江_上海_001,已运行,644,329.78,0,2020-12-21 19:31:58
X_苏皖浙沪小游戏25003,小游戏大厅_江苏_安徽_浙江_上海_001,已运行,627,328.69,0,2020-12-21 19:31:58
X_苏皖浙沪小游戏25004,小游戏大厅_江苏_安徽_浙江_上海_001,已运行,668,329.4,0,2020-12-21 19:31:58
X_苏皖浙沪小游戏25005,小游戏大厅_江苏_安徽_浙江_上海_002,已运行,721,335.86,0,2020-12-21 19:31:59
X_苏皖浙沪小游戏25006,小游戏大厅_江苏_安徽_浙江_上海_002,已运行,703,329.82,0,2020-12-21 19:31:59
X_苏皖浙沪小游戏25007,小游戏大厅_江苏_安徽_浙江_上海_002,已运行,683,329.27,0,2020-12-21 19:31:59
X_苏皖浙沪小游戏25008,小游戏大厅_江苏_安徽_浙江_上海_002,已运行,700,330.32,0,2020-12-21 19:31:59
X_苏皖浙沪小游戏25009,小游戏大厅_江苏_安徽_浙江_上海_003,已运行,663,328.14,0,2020-12-21 19:31:58
X_苏皖浙沪小游戏25010,小游戏大厅_江苏_安徽_浙江_上海_003,已运行,697,330.84,0,2020-12-21 19:31:58
X_苏皖浙沪小游戏25011,小游戏大厅_江苏_安徽_浙江_上海_003,已运行,686,328.51,0,2020-12-21 19:31:58
X_苏皖浙沪小游戏25012,小游戏大厅_江苏_安徽_浙江_上海_003,已运行,663,327.16,0,2020-12-21 19:31:58
X_苏皖浙沪小游戏25013,小游戏大厅_江苏_安徽_浙江_上海_004,已运行,641,324.6,0,2020-12-21 19:31:59
X_苏皖浙沪小游戏25014,小游戏大厅_江苏_安徽_浙江_上海_004,已运行,674,323.79,0,2020-12-21 19:31:59
X_苏皖浙沪小游戏25015,小游戏大厅_江苏_安徽_浙江_上海_004,已运行,676,327.34,0,2020-12-21 19:31:59
X_苏皖浙沪小游戏25016,小游戏大厅_江苏_安徽_浙江_上海_004,已运行,665,333.14,0,2020-12-21 19:31:59
X_豫小游戏24001,小游戏大厅_河南_001,已运行,429,297.36,0,2020-12-21 19:31:59
X_豫小游戏24002,小游戏大厅_河南_001,已运行,406,286.69,0,2020-12-21 19:31:59
X_豫小游戏24003,小游戏大厅_河南_001,已运行,409,296.13,0,2020-12-21 19:31:59
X_豫小游戏24004,小游戏大厅_河南_001,已运行,435,297.72,0,2020-12-21 19:31:59
X_豫小游戏24005,小游戏大厅_河南_002,已运行,411,288.97,0,2020-12-21 19:31:58
X_豫小游戏24006,小游戏大厅_河南_002,已运行,391,294.76,0,2020-12-21 19:31:58
X_豫小游戏24007,小游戏大厅_河南_002,已运行,435,299.89,0,2020-12-21 19:31:58
X_豫小游戏24008,小游戏大厅_河南_002,已运行,405,296.8,0,2020-12-21 19:31:58
X_豫小游戏24009,小游戏大厅_河南_003,已运行,391,291.04,0,2020-12-21 19:31:59
X_豫小游戏24010,小游戏大厅_河南_003,已运行,431,295.45,0,2020-12-21 19:31:59
X_豫小游戏24011,小游戏大厅_河南_003,已运行,413,297.02,0,2020-12-21 19:31:59
X_豫小游戏24012,小游戏大厅_河南_003,已运行,435,301.12,0,2020-12-21 19:31:59
X_豫小游戏24013,小游戏大厅_河南_004,已运行,397,291.45,0,2020-12-21 19:31:59
X_豫小游戏24014,小游戏大厅_河南_004,已运行,434,298.95,0,2020-12-21 19:31:59
X_豫小游戏24015,小游戏大厅_河南_004,已运行,437,293.84,0,2020-12-21 19:31:59
X_豫小游戏24016,小游戏大厅_河南_004,已运行,431,299.3,0,2020-12-21 19:31:59
X_豫小游戏24017,小游戏大厅_河南_005,已运行,445,299.64,0,2020-12-21 19:31:59
X_豫小游戏24018,小游戏大厅_河南_005,已运行,433,298.82,0,2020-12-21 19:31:59
X_豫小游戏24019,小游戏大厅_河南_005,已运行,407,295.73,0,2020-12-21 19:31:59
X_豫小游戏24020,小游戏大厅_河南_005,已运行,417,291.15,0,2020-12-21 19:31:59
X_豫小游戏24021,小游戏大厅_河南_006,已运行,443,297.76,0,2020-12-21 19:31:59
X_豫小游戏24022,小游戏大厅_河南_006,已运行,411,295.03,0,2020-12-21 19:31:59
X_豫小游戏24023,小游戏大厅_河南_006,已运行,422,298.12,0,2020-12-21 19:31:59
X_豫小游戏24024,小游戏大厅_河南_006,已运行,413,294.5,0,2020-12-21 19:31:59
X_贵小游戏14001,小游戏大厅_贵州_001,已运行,529,309.32,0,2020-12-21 19:31:58
X_贵小游戏14002,小游戏大厅_贵州_001,已运行,565,310.73,0,2020-12-21 19:31:58
X_贵小游戏14003,小游戏大厅_贵州_001,已运行,577,319.74,0,2020-12-21 19:31:58
X_贵小游戏14004,小游戏大厅_贵州_001,已运行,569,317.54,0,2020-12-21 19:31:58
X_贵小游戏14005,小游戏大厅_贵州_002,已运行,564,312.12,0,2020-12-21 19:31:59
X_贵小游戏14006,小游戏大厅_贵州_002,已运行,566,315.49,0,2020-12-21 19:31:59
X_贵小游戏14007,小游戏大厅_贵州_002,已运行,588,269.51,0,2020-12-21 19:31:59
X_贵小游戏14008,小游戏大厅_贵州_002,已运行,546,312.47,0,2020-12-21 19:31:59
X_贵小游戏14009,小游戏大厅_贵州_003,已运行,583,314.66,0,2020-12-21 19:31:59
X_贵小游戏14010,小游戏大厅_贵州_003,已运行,549,317.88,0,2020-12-21 19:31:59
X_贵小游戏14011,小游戏大厅_贵州_003,已运行,562,316.19,0,2020-12-21 19:31:59
X_贵小游戏14012,小游戏大厅_贵州_003,已运行,553,311.23,0,2020-12-21 19:31:59
X_贵小游戏14013,小游戏大厅_贵州_004,已运行,551,314.88,0,2020-12-21 19:31:59
X_贵小游戏14014,小游戏大厅_贵州_004,已运行,540,312.95,0,2020-12-21 19:31:59
X_贵小游戏14015,小游戏大厅_贵州_004,已运行,550,311.84,0,2020-12-21 19:31:59
X_贵小游戏14016,小游戏大厅_贵州_004,已运行,539,310.94,0,2020-12-21 19:31:59
X_贵小游戏14017,小游戏大厅_贵州_005,已运行,556,321.81,0,2020-12-21 19:31:59
X_贵小游戏14018,小游戏大厅_贵州_005,已运行,561,315.96,0,2020-12-21 19:31:59
X_贵小游戏14019,小游戏大厅_贵州_005,已运行,563,311.21,0,2020-12-21 19:31:59
X_贵小游戏14020,小游戏大厅_贵州_005,已运行,558,309.61,0,2020-12-21 19:31:59
X_贵小游戏14021,小游戏大厅_贵州_006,已运行,565,317.34,0,2020-12-21 19:31:59
X_贵小游戏14022,小游戏大厅_贵州_006,已运行,528,316.46,0,2020-12-21 19:31:59
X_贵小游戏14023,小游戏大厅_贵州_006,已运行,576,318.38,0,2020-12-21 19:31:59
X_贵小游戏14024,小游戏大厅_贵州_006,已运行,590,320.34,0,2020-12-21 19:31:59
X_贵小游戏14025,小游戏大厅_贵州_007,已运行,572,320.86,0,2020-12-21 19:31:58
X_贵小游戏14026,小游戏大厅_贵州_007,已运行,547,316.33,0,2020-12-21 19:31:58
X_贵小游戏14027,小游戏大厅_贵州_007,已运行,540,320.54,0,2020-12-21 19:31:58
X_贵小游戏14028,小游戏大厅_贵州_007,已运行,577,319.48,0,2020-12-21 19:31:58
X_贵小游戏14029,小游戏大厅_贵州_008,已运行,554,313.29,0,2020-12-21 19:31:59
X_贵小游戏14030,小游戏大厅_贵州_008,已运行,537,316.11,0,2020-12-21 19:31:59
X_贵小游戏14031,小游戏大厅_贵州_008,已运行,574,315.34,0,2020-12-21 19:31:59
X_贵小游戏14032,小游戏大厅_贵州_008,已运行,571,316.43,0,2020-12-21 19:31:59
X_贵小游戏14033,小游戏大厅_贵州_009,已运行,542,309.8,0,2020-12-21 19:31:59
X_贵小游戏14034,小游戏大厅_贵州_009,已运行,588,316.23,0,2020-12-21 19:31:59
X_贵小游戏14035,小游戏大厅_贵州_009,已运行,590,319.03,0,2020-12-21 19:31:59
X_贵小游戏14036,小游戏大厅_贵州_009,已运行,604,320.49,0,2020-12-21 19:31:59
X_贵小游戏14037,小游戏大厅_贵州_010,已运行,543,309.16,0,2020-12-21 19:31:59
X_贵小游戏14038,小游戏大厅_贵州_010,已运行,574,312.88,0,2020-12-21 19:31:59
X_贵小游戏14039,小游戏大厅_贵州_010,已运行,544,314.85,0,2020-12-21 19:31:59
X_贵小游戏14040,小游戏大厅_贵州_010,已运行,579,317.94,0,2020-12-21 19:31:59
X_贵小游戏14041,小游戏大厅_贵州_011,已运行,574,325.68,0,2020-12-21 19:31:59
X_贵小游戏14042,小游戏大厅_贵州_011,已运行,580,316.65,0,2020-12-21 19:31:59
X_贵小游戏14043,小游戏大厅_贵州_011,已运行,568,319.39,0,2020-12-21 19:31:59
X_贵小游戏14044,小游戏大厅_贵州_011,已运行,556,314.48,0,2020-12-21 19:31:59
X_贵小游戏14045,小游戏大厅_贵州_012,已运行,580,316.3,0,2020-12-21 19:31:59
X_贵小游戏14046,小游戏大厅_贵州_012,已运行,563,314.55,0,2020-12-21 19:31:59
X_贵小游戏14047,小游戏大厅_贵州_012,已运行,567,319.73,0,2020-12-21 19:31:59
X_贵小游戏14048,小游戏大厅_贵州_012,已运行,589,317.16,0,2020-12-21 19:31:59
X_贵小游戏14049,小游戏大厅_贵州_013,已运行,565,314.3,0,2020-12-21 19:31:59
X_贵小游戏14050,小游戏大厅_贵州_013,已运行,548,316.46,0,2020-12-21 19:31:59
X_贵小游戏14051,小游戏大厅_贵州_013,已运行,611,321.18,0,2020-12-21 19:31:59
X_贵小游戏14052,小游戏大厅_贵州_013,已运行,553,315.97,0,2020-12-21 19:31:59
X_贵小游戏14053,小游戏大厅_贵州_014,已运行,484,313.48,0,2020-12-21 19:31:58
X_贵小游戏14054,小游戏大厅_贵州_014,已运行,553,314.94,0,2020-12-21 19:31:58
X_贵小游戏14055,小游戏大厅_贵州_014,已运行,542,312.82,0,2020-12-21 19:31:58
